序号,诉求内容
11770,市民反映，通惠河河道高碑店乡只管自己范围内的淤泥， 从高碑店往东到双桥河段没人管。淤泥异常非常大，影响生活，来电希望核实处理河道淤泥异味扰民问题。注：请及时向来电人反馈办理情况。工单流转，朝阳区分中心退回：市中心您好，通惠河为市属河道，市属河道内淤泥异味问题，建议请转北京市水务局。谢谢。
11806,市民反映，通惠河河道里有水草，工作人员在清理水草的时候，把割完的草，又扔回河里，市民称应扔在岸上运走，又扔回河里这样污染河道，来电反映污染河道的问题。注：请及时向来电人反馈办理情况。
9983,市民反映，通惠河晚上总是有水草，晚上9点后水草特别多，不知道哪里来的，整个通惠河都是这样，不知道是不是高碑店污水处理厂放的，自己是在通州区八里桥到运河这段看到的，自己发现此问题已经有好几个月了，此次来电是通惠河上游水草不怎么清理导致留到下流，来电反映通惠河上游晚上水草多问题。注：请及时向反映人反馈办理情况。
12408,市民反映，通惠河晚上总是有水草，晚上9点后水草特别多，不知道哪里来的，整个通惠河都是这样，不知道是不是高碑店污水处理厂放的，自己是在通州区八里桥到运河这段看到的，自己发现此问题已经有好几个月了，来电反映通惠河晚上水草多问题。注：请及时向来电人反馈办理情况。
4477,"市民反映，通州大运河河内有很多水藻，污染水质，希望尽快清理，来电反映希望清理水藻。注：请及时向来电人反馈办理情况。工单流转：区水务局:经核实,市民反映点位为北运河,北运河为市级河道,由北京市水务局北运河管理处管理,建议市中心转北京市水务局妥处。"
10406,"市民反映，通州区八里桥长桥园公寓楼后面通惠河内有白色漂浮物，途径八里桥老桥和新桥，已经两天了，来电反映通惠河有白色漂浮物的问题。注：请及时向来电人反馈办理情况。工单流转：区水务局:通惠河为市属河道,河道漂浮物清理由北京市水务局负责。"
10306,"市民反映，通州区北关二道闸王各庄大桥处，自己发现河里面有死的鱼，没有人清理，市民认为是有细菌的，应该及时清理，来电协调清理河道。注：请及时向来电人反馈办理情况。工单流转：通州区退回：区水务局:经与市民(13161592350)电话确认,其反映的河道为运潮减河(二道闸至召里桥)河道内存在死鱼,希望管理部门及时打捞,运潮减河为市级河道,河道内清理工作由北京市水务局负责,建议市中心转北京市水务局。"
10976,"市民反映，通州区北苑街道通惠园小区北侧通惠河岸坡处存在堆放垃圾的情况，大部分都是生活垃圾等，称此事是遛弯刚刚看到的，来电反映河岸堆积垃圾。注：请及时向来电人反馈办理情况。工单流转：退回：经核实,通惠河为市水务局管辖,烦请市中心转派"
8498,市民反映，通州区北运河减河和温榆河，整体的河非常的臭，味道刺鼻难闻，根本不符合标准，所谓污水处理让自己感觉没有效果，来电反映河水臭味刺鼻难闻的问题。注：请及时向来电人反馈办理情况。
3871,"市民反映，通州区北运河西地铁站傍边大运河有人恶意排污，现在有现场，水面漂浮的全是垃圾和死鱼，恶意排污问题。注：请及时向反映人反馈办理情况工单流转：区水务局:经与市民电话确认,其反映的“恶意排污”指的是河面漂浮大量垃圾和死鱼,希望相关部门尽快清理。市民反映点位为北运河,该处河面的保洁工作由北京市水务局北运河管理处负责,建议市中心转北京市水务局妥处。(后附通话录音和北运河第三方工作人员现场打捞垃圾的照片)"
7650,"市民反映，通州区滨河中路健龙森健身房后身运河水面都是白色泡沫的东西，来电反映水面有漂浮物问题。注：不需要联系和回复。（工单流转，通州区回复，区水务局:市民反映点位为北运河,北运河属于市属河道,因此关于水面有漂浮物问题,建议市中心转北京市水务局北运河管理处负责。）"
2574,市民反映，通州区潮白河（街道不确定）有很重的臭味，并且自己看到了城市管道的污水在这里排污，河内飘了很多死鱼，怀疑城市污水排到了，希望调查一下， 来电反映在河内排污问题。注：请及时向来电人反馈办理情况。工单流转：宋庄镇：经核实市民反映点位为潮白河，潮白河为界河一河中心为界，市民反映的潮白河西侧涉及通州区，东侧涉及河北省，按照《北京市人民政府关于想街道办事处和乡镇人民政府下方部门执法职权兵实施综合执法的决定》（京证发2020 9号）中原税务部门的职权，对于在河道、湖泊管理范围内发生危害河岸提防和其他方案河道行洪的活动的行为进行出发，采取分区域办理的形式、市级、区级行政执法权由市水务局给予明确。故申请退回北京市水务局处理 谢谢。
12486,"市民反映，通州区潮白河有着游艇在河面上玩，像是个人的，看到河边有公告牌，写着禁止游艇进入湖面，来电反映违反公告牌提示问题。工单流转：此工单内容非我区管辖,建议市中心转派市水务局。"
1367,市民反映，通州区城市副中心A5办公区西侧河边有人现在正在钓鱼，来电反映非法钓鱼注：市民不需要回复工单流转：通州区退回：潞源街道：经核实，市民反映违规垂钓点位为镜河水域，该水域为市级水域，该水域管理方北京水务局北运河管理处负责管理，因此关于市民反映的镜河水域违规垂钓问题，属于水域管理问题，申请退回市中心，建议转派北京市水务局妥处。谢谢。 建议转派单位：市水务局。
8747,市民反映，通州区从辛各庄到大运河之间潮白河，河水里面杂草丛生，河水比较脏，需要及时治理，来电反映需要及时治理河水内杂草问题。注：请及时向来电人反馈办理信息。
9631,"市民反映，通州区邓家姚桥往北温榆河上，河上面全是杂草，影响环境，希望尽快清理，来电反映清理河上杂草注：请及时向来电人反馈办理情况。工单流转，退回：区水务局:市民反映点位为温榆河,温榆河为市属河道,河面管护工作由北京市水务局北运河管理处负责,建议市中心转北京市水务局妥处。"
12173,"市民反映，通州区芙蓉西路运河花园餐厅的外面，垃圾桶里的垃圾分开了，但是没有人倒，这种情况持续一个星期了，来电反映清理垃圾不及时问题。注：请及时向反映人反馈办理情况。工单流转,新华街道 退回：新华街道:经核实,运河文化广场属于北运河管理处管辖,北运河管理处属于市级单位。市民反映运河文化广场未及时清理垃圾的问题建议市中心将案件转派北京市北运河管理处。"
3645,"市民反映，通州区漷县镇苏庄南凉水河，有水草，和垃圾，有味到，希望清理，来电反映清理垃圾和水草问题注：请及时向来电人反馈办理情况。工单流转，退回：漷县镇:您好:经核实,凉水河产权管理单位为北京市凉水河管理处,乡镇无权管辖,特申请退单,谢谢,此工单已与北京市凉水河管理处工作人员王女士联系(83938925)同意接单"
6357,市民反映，通州区漷县镇小香仪村渠道内掩埋建筑垃圾，造成树木毁坏200颗，破坏渠道土壤环境一千平米。通州区水务局不负责，让找区河长办，但是办事效率低，已经一个月了也没有来处理。市民表示需要市河长办予以答复。（此工单为水务便民热线工单，无论是否权属，均需提交电话录音。）
3793,"市民反映，通州区漷县镇榆林庄桥凉水河与运河交界处，近期清理河套，将捞上的河中垃圾和水草堆积在道路上，十分脏乱，有异味，也不清楚相关人是怎么处理的，来电反映协调清理道路堆积垃圾问题。注：请及时向来电人反馈办理情况。工单流转：退回：区水务局:经核实,市民反映的凉水河与北运河均为市级河道,分别由北京市水务局凉水河管理处和北运河管理处负责清理河道内垃圾,因此关于市民反映的问题,联系市中心转北京市水务局妥处。"
4998,市民反映，通州区漷县镇榆林庄桥桥下的河里有大量的死鱼，但是一直没有处理。因为市民上下班都会经过此地，一直也没有人实际处理过。清理河道的职工把垃圾都弄走了，但是死鱼一直都没有处理。来电希望清理河内死鱼。注：请及时向来电人反馈办理情况。
5203,"市民反映，通州区漷县镇榆林庄桥桥下的河里有大量的死鱼，来电希望清理河内死鱼注：请及时向来电人反馈办理情况。工单流转：退回，区水务局:经核实,市民反映的点位(榆林庄桥下)属于北运河,北运河为市级河道,由北京市水务局北运河管理处负责运维管理河道内环境,建议市中心转北京市水务局妥处。"
8304,"市民反映，通州区京杭大运河内北运河西地铁站附近的河道内全是垃圾没有人清理。来电反映河道内垃圾无人清理问题。注：请及时向来电人反馈办理情况。工单退回：区水务局:北运河为市级河道,河道垃圾清理由北京市水务局北运河管理处负责,建议市中心转北京市水务局处理。"
3694,"市民反映，通州区凉水河北路吴营桥附近大树前几天下雨的时候被刮断，希望帮助解决，来电反映树木刮断问题注：请及时向来电人反馈办理情况。工单流转；漷县镇:您好:此工单已与北京市凉水河管理处刘洋(15210489005)沟通,同意接单。烦请转派至北京市凉水河管理处。谢谢!"
5307,"市民反映，通州区凉水河漷桥到马驹桥之间河南岸，环境特别差，没有任何绿化，而且很多护栏都是坏的，存在安全隐患。来电希望整治环境。工单流转退回：马驹桥镇:经核实,凉水河为市级河道,由北京市水务局凉水河管理处妥处,请市中心转北京市水务局妥处"
9511,"市民反映，通州区潞城镇潮白河公园，河边的生活垃圾非常多，无人清理，来电反映垃圾无人清理问题。注：请及时向来电人反馈办理情况。工单流转,通州区退回：经核实,关于市民反映潮白河河边上垃圾问题,我镇核实点位属于北运河管理处管辖范围,根据属地管理,建议移交北运河管理处承办"
10327,"市民反映，通州区潞城镇友谊大桥桥东侧，河道附近有一块地方钓鱼的人很多，现在那一片有一堆生活垃圾，特别臭和脏，希望相关部门清理，来电反映垃圾无人清理问题。注：请及时向来电人反馈办理情况。工单流转：潞城镇:经核实,关于友谊大桥西南侧反映垃圾无人清理问题,我镇核实点位后属于潮白河管理处管辖,我镇已与潮白河管理处(赵先生69402828-2169)取得联系并同意接单,根据属地管理,建议移交潮白河管理处承办,故申请退回,谢谢。"
1179,市民反映，通州区马驹桥凉水河旁边的莲水怡园小区9号楼，小区的北门有一公园（在凉水河边上），公园里有条土路，土路有十米宽，半米长，一刮风扬尘、土都起来了，不敢开窗户，来电反映公园土路扬尘问题。注：请及时向来电人反馈办理情况。工单流转：马驹桥镇：针对此问题，经通州区马驹桥镇核实，市民来电反映的公园土路扬尘问题，经核实市民反映的土路属于凉水河管理处的巡堤路（见附件），不属于马驹桥镇管辖，烦请市中心转派至北京市凉水河管理处处置。 建议转派单位：北京市凉水河管理处。
8313,市民反映，通州区马驹桥水务站东侧，凉水河河岸北侧，有一个排污口，里面的污水应该是从经济技术开发区流过来的，留出来的污水有很大的异味，并且水内有明显的棉絮状物品，与河内的水泾渭分明，导致下游水质非常差，早上居民都无法从河上通过，味道太刺鼻了。来电反映污水排放异味的问题。注：及时向来电人反馈办理情况。
11919,市民反映，通州区马驹桥镇马驹桥凉水河水面上飘的全是水草，都看不到水底，市民称是之前割水草的时候没运走全顺水冲下来了，来电希望相关职能部门尽快处理河面上飘水草的问题。 注：请及时向来电人反馈办理情况。
1759,市民反映，通州区马驹桥镇马驹桥西桥往上游走有一个凉水河支流在新海市场北门口附近，桥面上冰化了，还有很多冰窟窿，但是还是有很多人在上面滑冰，钓鱼的刚才有小女孩滑冰掉下去了，自己刚拽上来，这种情况十分危险，也没有监护人陪伴，希望职能部门处理一下，来电反映河水结冰滑冰问题。注：请及时向来电人反馈办理情况。工单流转退回：马驹桥镇：经通州区马驹桥镇核实，市民反映的河水结冰滑冰的问题，经联系市民核实，市民反映的河水结冰滑冰点位是凉水河和新凤河的交汇处属于新凤河，新凤河属于大兴区管辖，不属于通州区马驹桥镇管辖，附地图，附录音，烦请市中心转派至大兴区核实处理 建议转派单位：大兴区。工单流转：退回：经大兴区瀛海镇核实，关于河水结冰滑冰问题，与市民电话联系，市民反映点位为金风科技东侧河流（点位图已传附件），此点位属于经开区165平方范围，非瀛海镇管辖范围，烦请转派北京经济技术开发区协调处理，谢谢。（附件已传点位图及核实录音）工单流转：：市中心：经开发区土储建设中心核实，关于市民反映的河里滑野冰问题，新海市场附近的凉水河公园段河道，由凉水河管理处负责河道巡逻检查工作，开发区土储建设中心负责公园的绿化养护工作，因此烦请市中心转凉水河管理处核实处理。
7848,"市民反映，通州区马驹桥镇新米拉大厦旁边凉水河桥西侧河两边步行道野草丛生，占用道路，存在安全隐患，影响出行，来电反映野草丛生，注：请及时向来电人反馈办理情况。工单流转：:市民反映野草丛生问题,凉水河桥西侧河两边步行道属于凉水河管理处管辖,烦请转派至凉水河管理处核实处理。"
8368,市民反映，通州区马驹桥镇自城小区北侧的凉水河污染很严重，里面有塑料袋和破衣服，希望尽快清理，来电反映河水污染严重问题。注：请及时向来电人反馈办理情况。
3789,"市民反映，通州区上营大桥南侧大运河岸西岸，水面有非常的多垃圾，无人清理，希望有关部门尽快处理圾无人清理的问题。注：请及时向来电人反馈办理情况。工单流转：退回：区水务局:经核实,市民反映点位为北运河,北运河为市级河道,由北京市水务局北运河管理处负责清理河面,因此联系市中心转北京市水务局妥处。"
7647,"市民反映，通州区宋庄镇富豪村温榆河左西路，有一大堆垃圾没有清理，影响出行，来电反映垃圾清理问题。注：请及时向来电人反馈办理情况。工单流转：退回：宋庄镇:经我镇核实此反映问题管辖属于市水务局,经与市水务局沟通同意接单 请退市水务局 ,联系人:高女士,联系电话:56695655 。"
1677,市民反映，通州区宋庄镇右堤路小杨各庄附近的位置潮白河上，有人凿冰钓鱼，非常危险，来电反映非法垂钓问题。注：请及时向来电人反馈办理情况。
11664,市民反映，通州区台湖镇北姚园村西至凉水河大桥马路两侧有1米左右的干草，无人清理，存在安全隐患，镇里面给自己回复了，属于北控水务负责，希望尽快清理，现在风大，特别危险，来电反映清理杂草问题。注：请及时向来电人反馈办理信息。
10266,"市民反映，通州区台湖镇燕宝马驹桥家园小区，小区后面有凉水河的一段，河里水挺臭，而且文字也特别多，希望能够治理一下，来电反映治理环境。注：请及时向来电人反馈办理情况。工单流转：区水务局:根据北京市水务局专题办公会会议纪要第113期,《关于调整完善凉水河通州段管理模式的会议纪要》精神,凉水河通州区段的“维修养护”工作统一由北京市水务局下属凉水河管理处招聘社会第三方承担,建议市中心转北京市水务局凉水河管理处协调办理。"
5221,市民反映，通州区通惠河（在普济闸以外，往下是北运河口）八里桥到西海子公园这一段水质特别脏，满河都是绿色漂浮物、垃圾，时不时的还有很多人在这钓鱼，可是旁边就有禁止垂钓的标识，北运河这一段可以钓鱼，但西海子这段不允许钓鱼，这些人根本就是熟视无睹，鲤鱼、草鱼是可以净化水质的，鱼被钓光了还怎么净化水质，有些人跳下2、3米台子、栏杆去土坡边钓鱼，土坡有60°角坡度，不注意就摔下去，非常危险，况且这些鱼也是有毒素的，吃了对身体不好，自己去全解也不听，还有人钓上来去售卖，买鱼的人根本不了解，可是钓的鱼是不可以售卖，西海子公园北岸有2个特别大取水口，很多人在这捞鱼，南岸都是钓鱼的，再有，钓鱼的没有一个戴口罩的，给疫情防控也带来很大压力，市民称，问题依旧没有解决，希望再次帮助督办，来电希望加强通惠河水质钓鱼记疫情防控管理。.注：请及时向来电人反馈办理情况。
5853,市民反映，通州区通惠河（在普济闸以外，往下是北运河口）八里桥到西海子公园这一段水质特别脏，满河都是绿色漂浮物、垃圾，时不时的还有很多人在这钓鱼，可是旁边就有禁止垂钓的标识，北运河这一段可以钓鱼，但西海子这段不允许钓鱼，这些人根本就是熟视无睹，鲤鱼、草鱼是可以净化水质的，鱼被钓光了还怎么净化水质，有些人跳下2、3米台子、栏杆去土坡边钓鱼，土坡有60°角坡度，不注意就摔下去，非常危险，况且这些鱼也是有毒素的，吃了对身体不好，自己去全解也不听，还有人钓上来去售卖，买鱼的人根本不了解，可是钓的鱼是不可以售卖，西海子公园北岸有2个特别大取水口，很多人在这捞鱼，南岸都是钓鱼的，再有，钓鱼的没有一个戴口罩的，给疫情防控也带来很大压力，来电希望加强通惠河水质钓鱼记疫情防控管理。
9424,"市民反映，通州区温榆河邓家窑河段，自己每天都早晨都在此处晨练，看见河内水草有点多，希望进行清理，避免河水变臭等，来电反映协调清理河内水草问题。请及时向来电人反馈办理情况。注：区水务局:经核实,温榆河为市级河道,清理水草的工作,由北京市水务局北运河管理处负责,建议市中心转市水务局妥处。"
4207,"市民反映，通州区温榆河左堤路就是滨河路旁边，市民称此处道路的树木都用三脚架进行支撑，但有的三脚架是在路面上，导致行人或者车辆通行时无法及时躲避，来电反映希望支撑树木的三脚架位置改变。注：请及时向来电人反馈办理情况。工单流转：通州区退回，区园林绿化局:经核实,此工单非我局管辖范围,该点位由北京市水务局工程建管中心负责,故申请退市,谢谢。"
2050,市民反映，通州区西海子公园北边的新光大公寓楼南边的通运河河道里有很多空的泡沫箱，希望查一下是什么人扔的，并及时清理，来电反映河道异物问题。注：请及时向来电人反馈办理信息。注：工单流转：退回：新华街道：经核实，经与通州区水务局核实，该河道属于市级河道产权单位归属于北运河管理处，清理河道问题建议转北运河管理处 建议转派单位：北运河管理处。
9073,"市民反映，通州区西海子公园附近的通惠河上飘了一层死鱼，也没有人清理，来电反映希望清理死鱼的问题。注：请及时向来电人反馈办理情况。工单流转,通州区退回：经核实,来电人反映希望清理死鱼问题,通惠河属于北运河管理处管理,北运河管理处是市级单位,建议退回市中心,请市中心转派北运河管理处。"
707,市民反映，通州区西集镇于辛庄村，在村东北侧有一条潮白河，河里边有人驾驶以汽油为动力的摩托艇，现在（2023年4月16日14:01分）大概有20条左右的船在河里面开，这条河道是禁止以汽油为动力的摩托艇在里面行驶，旁边也有禁止标识，来电人希望相关部门能尽快处理此事，来电反映在河道内驾驶摩托艇。注：请及时向反映人反馈办理情况。
14129,市民反映，通州区西集镇于辛庄村村民，村东侧是潮白河，现在河道两侧周末还有人进行烧烤，人员聚集严重不戴口罩，而且每次都在这边扔大量的垃圾，今天一看，还是有车进去烧烤，没解决问题，来电反映潮白河河道聚众烧烤随意扔垃圾破坏环境的问题。注：请及时向反映人反馈办理情况。
708,市民反映，通州区西集镇于辛庄村的潮白河有特别多的摩托艇在里边行驶，而且漏油，把河道污染了，河里的鱼都飘起来了，市民希望相关部门派人到现场清理走，来电反映河道摩托艇漏油污染问题、注：请及时向来电人反馈办理情况。
11651,"市民反映，通州区萧太后河，野钓的人，制造了很多垃圾，垃圾都是在岸边，钓完鱼了，也不知道把垃圾收走，这个现象持续了好几天了，来电反映野钓制造垃圾问题。注：请及时向来电人反馈办理情况。台湖镇:此工单涉及野钓问题属地无法处理,烦请转派 北京市 渔政部门处理。"
11324,"市民反映，通州区永顺镇八里桥农贸市场南侧路很多柳树都被砍伐了，不清楚原因，来电反映树木被砍伐不合理问题。注：请及时向来电人反馈办理情况。工单流转：永顺镇:经核实,八里桥农贸市场南侧路属于北运河管理处管理,关于树木砍伐问题建议转派北运河管理处核实处理,谢谢"
6549,市民反映，通州区永顺镇八里桥通惠河北岸河岸两侧道路两边需修理。通州区永顺镇八里桥通惠河北岸是土路，路边都是草，已经持续一年左右，存在安全隐患，来电反映河道两侧道路都是杂草问题。注：市民要求保密个人信息（已解释）工单流转：退回：经对市民反映的通惠河八里桥道路修理的问题进行核实，市民反映地点位于通惠河水环境治理二期工程范围内，该工程的建设单位为北控水务、业主单位为通州区水务局，目前该工程还未完工，根据签署协议第7条“乙方负责施工区域内卫生、绿化养护、堤路积水排除等工作，引起居民、水务热线反映等问题由乙方负责澄清、解释”。非北京市水务局权属，建议转派至北控水务集团办理。联系人:张明明 18510660005。2021年11月5日15:14分13857号联系北京市北运河管理处，电话：010-80593900。匿名女士表示此地不归管，应该归北控水务服务。2021年11月10日15:27分13857号联系北运河管理处办理，电话：010-80593900。匿名女士表示水务局和北控水务有协议，协议上工程未完工，工程期间，河岸周边问题由北控水务服务。工单流转：退回：按照河西公司与通州区水务局PPP协议，河西公司负责通惠河水环境综合治理二期工程（八里桥至通惠桥）建设及运维。目前受政府征地拆迁制约，通惠河两岸尚未开工，两岸及道路属于社会开放区域，尚未移交河西公司进行围挡施工，不属于河西公司施工区域，河西公司无义务进行维护。通惠河属于市管河道，由北京市北运河管理处负责通惠河水生态保护修复、水环境维护和林草绿地管护工作（详见附件北京市水务局官方网站北运河管理处职责）；市水务局北运河管理处与北控水务就通惠河并无协议，建议贵中心协调其出示协议。另外联系人张明明 （18510660005）非河西公司员工，未参与通惠河项目实施。综上，鉴于通惠河日常管理及维护工作由北京市北运河管理处通惠河管理所负责，建议转派北京市北运河管理处办理，电话：010-80593900。根据河西公司2020年与北京市北运河管理处通惠河管理签署的《涉河工程管理协议书》，协议第三条“施工时间为2020年3月31日至2020年9月30日”，在协议内，河西公司已执行协议第7条“乙方负责施工区域内卫生、绿化养护、堤路积水排除等工作，引起居民、水务热线反映等问题由乙方负责澄清、解释”内容，协议已于2020年9月30日到期；
6592,市民反映，通州区永顺镇八里桥通惠河北岸河岸两侧道路两边需修理。通州区永顺镇八里桥通惠河北岸是土路，路边都是草，已经持续一年左右，存在安全隐患，来电反映河道两侧道路都是杂草问题。注：市民要求保密个人信息（已解释）工单流转：退回：经对市民反映的通惠河八里桥道路修理的问题进行核实，市民反映地点位于通惠河水环境治理二期工程范围内，该工程的建设单位为北控水务、业主单位为通州区水务局，目前该工程还未完工，根据签署协议第7条“乙方负责施工区域内卫生、绿化养护、堤路积水排除等工作，引起居民、水务热线反映等问题由乙方负责澄清、解释”。非北京市水务局权属，建议转派至北控水务集团办理。联系人:张明明 18510660005。2021年11月5日15:14分13857号联系北京市北运河管理处，电话：010-80593900。匿名女士表示此地不归管，应该归北控水务服务。2021年11月10日15:27分13857号联系北运河管理处办理，电话：010-80593900。匿名女士表示水务局和北控水务有协议，协议上工程未完工，工程期间，河岸周边问题由北控水务服务。工单流转：退回：按照河西公司与通州区水务局PPP协议，河西公司负责通惠河水环境综合治理二期工程（八里桥至通惠桥）建设及运维。目前受政府征地拆迁制约，通惠河两岸尚未开工，两岸及道路属于社会开放区域，尚未移交河西公司进行围挡施工，不属于河西公司施工区域，河西公司无义务进行维护。通惠河属于市管河道，由北京市北运河管理处负责通惠河水生态保护修复、水环境维护和林草绿地管护工作（详见附件北京市水务局官方网站北运河管理处职责）；市水务局北运河管理处与北控水务就通惠河并无协议，建议贵中心协调其出示协议。另外联系人张明明 （18510660005）非河西公司员工，未参与通惠河项目实施。综上，鉴于通惠河日常管理及维护工作由北京市北运河管理处通惠河管理所负责，建议转派北京市北运河管理处办理，电话：010-80593900。根据河西公司2020年与北京市北运河管理处通惠河管理签署的《涉河工程管理协议书》，协议第三条“施工时间为2020年3月31日至2020年9月30日”，在协议内，河西公司已执行协议第7条“乙方负责施工区域内卫生、绿化养护、堤路积水排除等工作，引起居民、水务热线反映等问题由乙方负责澄清、解释”内容，协议已于2020年9月30日到期；
6635,市民反映，通州区永顺镇八里桥通惠河北岸河岸两侧道路两边需修理。通州区永顺镇八里桥通惠河北岸是土路，路边都是草，已经持续一年左右，存在安全隐患，来电反映河道两侧道路都是杂草问题。注：市民要求保密个人信息（已解释）工单流转：退回：经对市民反映的通惠河八里桥道路修理的问题进行核实，市民反映地点位于通惠河水环境治理二期工程范围内，该工程的建设单位为北控水务、业主单位为通州区水务局，目前该工程还未完工，根据签署协议第7条“乙方负责施工区域内卫生、绿化养护、堤路积水排除等工作，引起居民、水务热线反映等问题由乙方负责澄清、解释”。非北京市水务局权属，建议转派至北控水务集团办理。联系人:张明明 18510660005。2021年11月5日15:14分13857号联系北京市北运河管理处，电话：010-80593900。匿名女士表示此地不归管，应该归北控水务服务。2021年11月10日15:27分13857号联系北运河管理处办理，电话：010-80593900。匿名女士表示水务局和北控水务有协议，协议上工程未完工，工程期间，河岸周边问题由北控水务服务。工单流转：退回：按照河西公司与通州区水务局PPP协议，河西公司负责通惠河水环境综合治理二期工程（八里桥至通惠桥）建设及运维。目前受政府征地拆迁制约，通惠河两岸尚未开工，两岸及道路属于社会开放区域，尚未移交河西公司进行围挡施工，不属于河西公司施工区域，河西公司无义务进行维护。通惠河属于市管河道，由北京市北运河管理处负责通惠河水生态保护修复、水环境维护和林草绿地管护工作（详见附件北京市水务局官方网站北运河管理处职责）；市水务局北运河管理处与北控水务就通惠河并无协议，建议贵中心协调其出示协议。另外联系人张明明 （18510660005）非河西公司员工，未参与通惠河项目实施。综上，鉴于通惠河日常管理及维护工作由北京市北运河管理处通惠河管理所负责，建议转派北京市北运河管理处办理，电话：010-80593900。根据河西公司2020年与北京市北运河管理处通惠河管理签署的《涉河工程管理协议书》，协议第三条“施工时间为2020年3月31日至2020年9月30日”，在协议内，河西公司已执行协议第7条“乙方负责施工区域内卫生、绿化养护、堤路积水排除等工作，引起居民、水务热线反映等问题由乙方负责澄清、解释”内容，协议已于2020年9月30日到期；
9029,"市民反映，通州区永顺镇八里桥通惠河里有很多死鱼，不清楚是什么原因死的，来电反映死鱼问题。注：请及时向来电人反馈办理情况。工单流转：永顺镇:经我镇工作人员与通州区水务沟通了解到,通惠河的产权是北京市水务,关于河道里死鱼原因应由北京市水务牵头处置 烦请转派北京市水务 谢谢"
2603,市民反映，通州区永顺镇北关大桥泄洪大坝往北到富豪村泄洪闸这区间两侧的的绿化杂草无人管理，一人多高的杂草，市民称去年管理的很好，今年3月份有人管，现在没人管，杂草从生，影响市容市貌，有个标牌写有通州区河道管理处。向通州区河道管理处反映过，那边说先核实一下具体归那管，让耐心等待一下。还没回复。来电希望相关部门帮助解决绿化杂草无人管理的问题。注：请及时向来电人反馈办理情况。工单流转：永顺镇：经核实，反映人反映的是温榆河综合治理工程的绿化标段，由建管中心实施，目前绿化标段尚未移交北运河管理处，因此该工单建议市中心转北京市水务局协调处置，谢谢
9727,"市民反映，通州区永顺镇邓家姚桥到温榆河桥中间河的东侧的岸边，脏乱差，三年时间没有做好，没有垃圾桶，机动车也能开进来，来电反映希望整治河边的问题。注：请及时向来电人反馈办理情况。工单流转：经区园林与水务局核实,此工单反应问题属市水务局职责,烦请市中心转派,谢谢"
8972,"市民反映，通州区永顺镇风露皇苑旁边的小中河，河里面有异味特别臭，不方便居民在附近遛弯，希望相关部门可以进行清理，来电反映河里有异味的问题。注：请及时向来电人反馈信息。工单流转：潞邑街道:经我街道与反映人核实,由于河道中的水草打捞至河边未及时清理产生的臭味,经过片区工作人员现场核实了解,水草打捞由北京市北运河管理处安排北京泽通水务建设有限公司实施。北京市北运河管理处隶属于北京市水务局水务一所,建议市中心转派北京市水务局处理。详情照片及核实录音请见附件。"
3758,"市民反映，通州区永顺镇通惠北路通惠河，河面上游有一层污水，非常的臭，昨天晚上自己遛弯的时候发现的，此情况未联系镇政府，来电反映河面有污水导致异味的问题。注：请及时向来电人反馈办理情况。工单流转：退回；区水务局:经我局核实,通惠河通州段内无排污现象,随后我局工作人员沿通惠河向上游方向巡查发现油污和白色泡沫是从朝阳区境内漂至通州区,因此排污点位源自朝阳区,建议市中心转朝阳区政府核查此情况。(证明视频和与反映人确认录音详见附件)工单流转：管庄地区经核实，通惠河由北京市水务局负责管理，北京市水务局为直接管理单位，针对河面有污水导致异味的问题，由北京市水务局牵头进行办理，确需属地协调，我单位全力配合，依据《北京市接诉即办工作条例》第十二条规定，对权责明确，管辖清晰的，直接派单至承办单位。请转北京市水务局。"
10317,"市民反映，通州区永顺镇温榆河、金融街园中园、巴厘岛小区中间的水坝（水坝名称未提供）积累了很多死鱼，自己怀疑从上游飘上来的，或者是非法捕鱼或者水质受到污染，已经两周了每天都有死鱼漂上来，大概有上百条死鱼，希望相关部门管理，来电反映水坝积累死鱼问题。注：请及时向来电人反馈办理情况。工单流转：区水务局:经我局工作人员现场核实,市民反映水闸为小场沟(温榆河入口处)水闸,该处死鱼源于温榆河倒灌,并非本沟内产生(现有死鱼已由永顺镇河长办清理)。随后我局沿温榆河向上游查看,发现死鱼出现点位一直到通州边界,其上游有两条来源,一条为朝阳区坝河入温榆河,另一条为顺义区温榆河,均已超出通州区域。因此,建议市中心转市水务局综合协调,调查上游死鱼原因,防止死鱼再次顺游下漂。(已与市民电话沟通,其亦确认死鱼源于上游)"
1255,市民反映，通州区永顺镇温榆河里面有很多死鱼，在物资学院附近好几百米的西岸都有，像是河里的鱼一下都死光了，大鱼小鱼都有，看状况约是近期发生的事，希望尽快治理，来电反映河岸边有死鱼问题注：请及时向来电人反馈办理信息。工单流转：区水务局：经与市民沟通，其希望将死鱼尽快打捞。经核实，温榆河为市级河道，由市水务局北运河管理处负责管理，建议市中心转市水务局，尽快安排人员清理死鱼。 建议转派单位：北京市水务局。
10225,"市民反映，通州区永顺镇温雨河邓家窑桥西边河段为北，死鱼漂河里面，发臭，来电反映环境问题。注：请及时向来电人反馈办理情况。工单流转：通州区退回：区水务局:温榆河为市级河道,河面清理工作由北京市水务局负责,请市中心转北京市水务局处理。"
